n_neurons,n_cores,conn_prob,firing_rate,T_overhead,T_overhead_sem,overhead_pct,overhead_pct_sem,T_static,T_static_sem,T_stdp,T_stdp_sem,n_spikes_static,n_spikes_stdp,n_connections,spike_divergence,spike_divergence_sem
10,4,0.1,40.0,-0.001474604335574753,0.0009581399980816314,-0.6310038871128917,0.0025941641871619395,0.23369179900328163,0.000724866525626977,0.23221719466770688,0.0006265786271086366,7472.333333333333,7465.333333333333,10.666666666666666,-0.09352068483577869,0.1143537046080889
10,4,0.2,10.0,0.000694942005793564,0.001431404041638776,0.2992123504554641,0.0018394444472729361,0.23225712599620843,0.0005771757241380695,0.232952068002002,0.0013098800379750498,6921.0,6912.666666666667,19.666666666666668,-0.12036548372418132,0.03937620525033333
10,4,0.2,20.0,0.0009663256690449207,0.0008832671624258333,0.4142068070941222,0.001562062650311892,0.23329545833015194,0.00019801526889462072,0.23426178399919687,0.0008607850100369862,7114.333333333333,7098.666666666667,19.666666666666668,-0.21970511216119235,0.18112148928036623
10,4,0.2,40.0,0.0010603743333680027,0.0011196430313328567,0.4545618762728557,0.0021763431566810903,0.23327392566716298,0.0007519619895488619,0.234334300000531,0.0008295502901487923,7477.666666666667,7484.0,19.333333333333332,0.08491483993003239,0.11724211677578564
10,8,0.05,10.0,0.00013899933643796158,0.004563131231323466,0.04400110060203578,0.0006354226608897668,0.31589968099918525,0.002885957710183053,0.3160386803356232,0.003534602485331922,6911.0,6904.333333333333,2.6666666666666665,-0.09628940285755,0.10902473743691328
10,8,0.05,20.0,-0.0022602240060223266,0.002308909162617131,-0.7211572933468783,0.005313476621403526,0.31341623067176744,0.0022856680132904766,0.3111560066657451,0.00032677707116336507,7094.666666666667,7102.333333333333,4.0,0.1080633124942234,0.060004610271997307
10,8,0.05,40.0,-0.003305662995747638,0.001793520708829763,-1.0530671168425951,0.006065816518448009,0.3139081016658262,0.0008680577869248418,0.3106024386700786,0.0015694560240925393,7468.666666666667,7467.333333333333,5.0,-0.017810948419144514,0.05850641623919129
10,8,0.1,10.0,-0.0008565253325892863,0.0012645651791948849,-0.27332601199111034,0.0011050647278956665,0.3133713203327109,0.0007003340815338596,0.31251479500012164,0.001052927949422142,6910.333333333333,6910.666666666667,7.666666666666667,0.004874898389916883,0.0632849328338737
10,8,0.1,20.0,-0.0003345273338102861,0.0013828320875924759,-0.10655313709386767,0.000469545652685404,0.31395352866578224,0.0010274850250930273,0.31361900133197196,0.0009254723689473102,7101.0,7101.666666666667,13.666666666666666,0.00944915829149016,0.04966979065550154
10,8,0.1,40.0,0.0021349509964541658,0.0012698161567300463,0.6812236047289942,0.002745145563039789,0.31339944500359707,0.0005624056363824829,0.31553439600005123,0.0011384783581859955,7471.333333333333,7469.666666666667,9.333333333333334,-0.022266065341699084,0.04966773062197651
10,8,0.2,10.0,-0.0009258956658110828,0.0012365762063244305,-0.29528473981158626,0.0011648103697626327,0.3135602830006974,0.0011803794005859909,0.3126343873348863,0.00036854468483479375,6924.0,6920.0,21.666666666666668,-0.057755474357382985,0.10108616188358059
10,8,0.2,20.0,-0.0005879653423714326,0.0007238862204934483,-0.18798558066528104,0.00043539280315740776,0.312771511671599,0.0005684702919932231,0.31218354632922757,0.0004481660265364043,7107.666666666667,7100.333333333333,17.333333333333332,-0.10320247551256106,0.07098500423448433
10,8,0.2,40.0,0.0014994903322076425,0.0018462712849351723,0.47609844974498006,0.0027816031429528892,0.314953836335917,0.0010044221480312737,0.31645332666812465,0.0015491461538926577,7484.0,7468.333333333333,19.666666666666668,-0.20916023201401948,0.09250471990714744
50,1,0.05,10.0,0.006102835997201794,0.002160544501526125,1.3885015609023215,0.006747981312956529,0.43952676533081103,0.0008944979190774675,0.4456296013280128,0.0019666789305427695,34618.0,34571.666666666664,124.66666666666667,-0.13384530220324029,0.01784449973987201
50,1,0.05,20.0,0.011505701671315649,0.0038576216080411386,2.637003360780279,0.022721033871628122,0.43631729266780894,0.0003655530679552727,0.4478229943391246,0.0038402624162073074,35567.666666666664,35503.0,126.0,-0.18181189735971737,0.03098243914764223
50,1,0.05,40.0,0.003986435661014809,0.0013033025271425198,0.9059852197270408,0.0026793937192243675,0.4400111143331742,0.0011863992306439903,0.443997549994189,0.0005394945252580666,37442.333333333336,37347.666666666664,125.33333333333333,-0.25282965997258533,0.02091575182166987
50,1,0.1,10.0,0.009152927329220462,0.0004188205894888528,2.083281211666805,0.0019455079375862918,0.43935150367421255,2.1381235956492474e-05,0.448504431003433,0.00041827446602531567,34715.666666666664,34616.666666666664,254.66666666666666,-0.285173261565836,0.012982557142095886
50,1,0.1,20.0,0.015174098666951352,0.00649805438654515,3.450707870551085,0.049311622970897744,0.4397387213345307,0.0007177898845234277,0.45491282000148203,0.006458288356226788,35662.0,35561.333333333336,258.6666666666667,-0.28222087151486286,0.06626255752824387
50,1,0.1,40.0,0.012633898993954062,0.0021003449967892346,2.8615474677616866,0.013301173157573301,0.441505833339761,0.0008772377932992335,0.4541397323337151,0.0019083770485795151,37494.0,37406.0,244.0,-0.23470170928510595,0.021545889966775398
50,1,0.2,10.0,0.02399137799996731,0.008502458877319848,5.422207306655271,0.09911179998763708,0.44246515566677164,0.0019090192411023432,0.46645653366673895,0.008285375821145117,34899.666666666664,34720.333333333336,488.6666666666667,-0.5138515358276999,0.025937940491592232
