n_neurons,n_cores,conn_prob,firing_rate,learning_rule,T_simulate_mean,T_simulate_sem,T_simulate_count,T_setup_mean,T_setup_sem,T_total_mean,T_total_sem,n_connections_mean,n_connections_sem,n_spikes_mean,n_spikes_sem,spike_rate_mean,spike_rate_sem,spike_divergence_pct_mean,spike_divergence_pct_sem
10,2,0.1,10.0,static,0.20734342300177863,0.0005290854730991407,3,0.000799298330093734,1.3832539987336647e-05,0.20916105800036652,0.000532576847545804,12.333333333333334,1.4529663145135578,6913.333333333333,2.1858128414340463,34.56666666666667,0.010929064207169091,,
10,2,0.1,10.0,stdp,0.20785363033549706,0.001010978947607867,3,0.000823960333946161,7.895177151029709e-06,0.2097306393358546,0.0010408536126358242,10.0,1.0,6912.333333333333,2.403700850309274,34.56166666666667,0.01201850425154654,-0.014422947189279417,0.0662997681708735
10,2,0.1,20.0,static,0.21760367600169653,0.011910852833689738,3,0.0008346743319028368,5.6256284836272676e-05,0.21942472567025106,0.011884369346283962,7.333333333333333,2.9627314724385294,7100.666666666667,7.838650677536573,35.50333333333333,0.03919325338768433,,
10,2,0.1,20.0,stdp,0.2061762633335699,0.0004497078953981304,3,0.000941624995903112,5.0249577366493875e-05,0.20814004166944264,0.0004835416365003266,10.0,1.7320508075688772,7097.666666666667,5.364492313143713,35.48833333333334,0.02682246156571869,-0.04184975522461989,0.18303006156706086
10,2,0.1,40.0,static,0.20443357766877548,0.0003174373276264932,3,0.0008213373318236942,5.4174614648881535e-05,0.20624286599922925,0.00031224796284079785,7.0,3.4641016151377544,7474.0,4.041451884327381,37.37,0.02020725942163669,,
10,2,0.1,40.0,stdp,0.20439153433350535,0.0005474074885953672,3,0.0008478446640462304,1.5259410207284608e-05,0.20623282033678456,0.0005608465193505526,11.0,2.6457513110645907,7464.0,1.1547005383792515,37.32,0.00577350269189511,-0.13374111850154066,0.054033032209032585
10,2,0.2,10.0,static,0.20520635800009282,0.00042107514766278123,3,0.0007966416596900672,8.279454077518346e-06,0.20701318666882193,0.00043861940531123315,25.666666666666668,0.8819171036881971,6923.666666666667,2.1858128414340463,34.61833333333333,0.010929064207169091,,
10,2,0.2,10.0,stdp,0.2128037406655494,0.006716731929422643,3,0.0008346656686626375,5.530902255245584e-06,0.21463218033507778,0.006720956340094554,21.666666666666668,2.8480012484391772,6909.0,2.0,34.544999999999995,0.010000000000000083,-0.21179584758411152,0.06023926301037782
10,2,0.2,20.0,static,0.20559683499353318,0.00027834339233342217,3,0.000784087673916171,2.8792592752595642e-06,0.20737880533367084,0.0002819331496776425,16.333333333333332,4.371625682868001,7107.333333333333,7.838650677536625,35.53666666666667,0.039193253387686436,,
10,2,0.2,20.0,stdp,0.20722094266481386,0.0011118630881500173,3,0.0008368380076717585,4.281774407457558e-06,0.20907916399786095,0.0011103554922262907,20.666666666666668,2.1858128414340006,7097.666666666667,6.009252125773294,35.48833333333334,0.030046260628867824,-0.13570273072211414,0.1603280923814874
10,2,0.2,40.0,static,0.2061464276678938,0.00013306485812843326,3,0.0008076260031278556,1.1000343957122055e-05,0.20795868466666434,0.00012816693846745794,19.666666666666668,0.6666666666666669,7482.0,4.58257569495584,37.41,0.022912878474780067,,
10,2,0.2,40.0,stdp,0.2083489683282096,0.0015214380461172762,3,0.0008352763349345574,5.152228358945291e-06,0.21023252133454662,0.0015303958733329434,19.666666666666668,1.2018504251546631,7465.0,8.020806277010642,37.324999999999996,0.0401040313850524,-0.22705847597778184,0.1518646248434918
10,4,0.05,10.0,static,0.17403492500307038,0.06436414200822063,3,0.0008802249988851448,0.00010509518668638693,0.17636509033036418,0.06460294541513252,2.6666666666666665,1.7638342073763937,6911.333333333333,2.403700850309274,34.556666666666665,0.01201850425154654,,
10,4,0.05,10.0,stdp,0.23325678766317046,0.0006368854992372616,3,0.0008671686664456502,1.629922538572697e-05,0.2352714263300489,0.0006299985405865099,4.666666666666667,1.3333333333333333,6900.333333333333,3.3829638550308143,34.501666666666665,0.016914819275155233,-0.1591072766493736,0.07963470789234227
10,4,0.05,20.0,static,0.23324315199958315,0.0010904069712083637,3,0.0008544659989032274,4.489597751405147e-05,0.23540280466841068,0.0010429210584722523,4.333333333333333,1.3333333333333333,7097.333333333333,2.333333333333263,35.486666666666665,0.011666666666668407,,
10,4,0.05,20.0,stdp,0.23894406933686696,0.003379043086271802,3,0.0009142933316373577,2.819751725588155e-05,0.24121170899403901,0.0034582023388744286,4.0,1.0,7093.666666666667,2.403700850309305,35.468333333333334,0.01201850425154736,-0.05162731497520539,0.05993763740384664
10,4,0.05,40.0,static,0.23209007600477585,0.0006952569556232457,3,0.0007954636676004156,5.32440546429923e-06,0.23407624366518576,0.0007056485141453358,2.6666666666666665,0.8819171036881969,7475.333333333333,4.371625682867972,37.376666666666665,0.021858128414340077,,
10,4,0.05,40.0,stdp,0.23808608566469047,0.004219119406493816,3,0.0009018920003048455,2.5512386285019507e-05,0.24018826133396942,0.004233221059597811,4.333333333333333,0.3333333333333333,7466.0,5.196152422706632,37.330000000000005,0.025980762113530044,-0.12479755093536109,0.08467735459031639
10,4,0.1,10.0,static,0.23387192366741752,8.741259366096344e-05,3,0.0008019216620596126,4.69571178769107e-06,0.23588981332917078,0.00010669900386892089,9.0,2.0,6909.666666666667,4.055175020198876,34.54833333333334,0.020275875100993733,,
