n_neurons,n_cores,conn_prob,firing_rate,learning_rule,T_simulate,T_simulate_sem,T_1core,speedup,speedup_sem,efficiency,efficiency_sem
10,1,0.2,40.0,static,0.17493946833322602,0.00035049330640887853,0.17493946833322602,1.0,0.002833393699929763,1.0,0.002833393699929763
10,2,0.2,40.0,static,0.2061464276678938,0.00013306485812843326,0.17493946833322602,0.8486175109231442,0.0017862770728575375,0.4243087554615721,0.0008931385364287687
10,4,0.2,40.0,static,0.23327392566716298,0.0007519619895488619,0.17493946833322602,0.7499315143469184,0.002846294760060931,0.1874828785867296,0.0007115736900152327
10,8,0.2,40.0,static,0.314953836335917,0.0010044221480312737,0.17493946833322602,0.5554447926985804,0.0020919319875966126,0.06943059908732255,0.00026149149844957657
10,1,0.2,40.0,stdp,0.17602353267041812,0.0006940954011288456,0.17602353267041812,1.0,0.0055765221556774896,1.0,0.0055765221556774896
10,2,0.2,40.0,stdp,0.2083489683282096,0.0015214380461172762,0.17602353267041812,0.844849552569564,0.007011395304747994,0.422424776284782,0.003505697652373997
10,4,0.2,40.0,stdp,0.234334300000531,0.0008295502901487923,0.17602353267041812,0.75116418155609,0.003980504489118972,0.1877910453890225,0.000995126122279743
10,8,0.2,40.0,stdp,0.31645332666812465,0.0015491461538926577,0.17602353267041812,0.5562385282017275,0.0034964863072320575,0.06952981602521593,0.0004370607884040072
50,1,0.05,10.0,static,0.43952676533081103,0.0008944979190774675,0.43952676533081103,1.0,0.002878120716315767,1.0,0.002878120716315767
50,2,0.05,10.0,static,0.34596560600524146,0.002848575393538865,0.43952676533081103,1.2704348574006865,0.010775169720169333,0.6352174287003433,0.005387584860084667
50,4,0.05,10.0,static,0.3078460113320034,0.009236397169332122,0.43952676533081103,1.4277487742298327,0.042935612449879514,0.3569371935574582,0.010733903112469878
50,8,0.05,10.0,static,0.41655979032899876,0.002341968590245071,0.43952676533081103,1.055134882278659,0.006308837378573733,0.13189186028483238,0.0007886046723217167
50,1,0.05,10.0,stdp,0.4456296013280128,0.0019666789305427695,0.4456296013280128,1.0,0.0062412909917081,1.0,0.0062412909917081
50,2,0.05,10.0,stdp,0.3511500500026159,0.006435622699647344,0.4456296013280128,1.269057490735636,0.023923190500130285,0.634528745367818,0.011961595250065142
50,4,0.05,10.0,stdp,0.3022421383357141,0.0009982810219456221,0.4456296013280128,1.4744125481041686,0.008127494313941502,0.36860313702604214,0.0020318735784853755
50,8,0.05,10.0,stdp,0.40772562933367834,0.00033538730614671814,0.4456296013280128,1.092964408581032,0.004906606340073936,0.136620551072629,0.000613325792509242
50,1,0.05,20.0,static,0.43631729266780894,0.0003655530679552727,0.43631729266780894,1.0,0.0011848489967209175,1.0,0.0011848489967209175
50,2,0.05,20.0,static,0.3466661103351119,0.0004808375279850682,0.43631729266780894,1.258609594823197,0.0020394896291977354,0.6293047974115985,0.0010197448145988677
50,4,0.05,20.0,static,0.3030782946637676,0.00030977006846392703,0.43631729266780894,1.439619069890358,0.0019025750860835044,0.3599047674725895,0.0004756437715208761
50,8,0.05,20.0,static,0.4103830819998014,0.0016725933339275057,0.43631729266780894,1.063195126226037,0.004423858319379757,0.13289939077825463,0.0005529822899224696
50,1,0.05,20.0,stdp,0.4478229943391246,0.0038402624162073074,0.4478229943391246,1.0,0.012127450489867719,1.0,0.012127450489867719
